TXID,Size,time,min_value,max_value
333792735e8ed284044cdbeac0ed417e261e5eec0a1c63758c910117fcb69d79,208,1510264429,15828.7035,47486.11049
f705436cae0e33afa397b5ab1d4d4f7129eda636b5e8a59d0a7b4b88f0bf32d1,191,1510265541,16646.38886,16646.38886
2727d12fbba28baa2bfa9ce7b85939ae91594ba4f8046857d7e97a4655db2453,191,1510265595,20551.09736,164408.7789
d7f436d4c7b4fdb8dfd788b52fcfb00724d25d192587d2860b1757892215f9f6,224,1510265191,23160.3973,115801.9865
91417a4cb0b38f979d193e7f137e8f4d75dbef28d0703b68f63e0d707d812662,224,1510266962,16733.38705,167333.8705
e8aab4f5dd78cfb3780fb12340341ee6663b20b4442372e1e938d386306e8805,373,1510266295,19096.95576,133678.6903
acba33c478647eee385b66592a6098fa637f10044eca2f912ccd8cdbe2f0d335,225,1510266943,16789.38281,134315.0624
b4178e85a6eba14dc17116cf73f5c9b971f308d69e818395e08cf864cfd9d2e4,521,1510264517,43620.26341,305341.8439
8a9a10384cd12de317ea13266c7df4197499bfaa2e43ea0fdf802c5caa601f50,226,1510266870,5828.829198,46630.63358
97e6ddda4a05a24e6200117333e640023758dc6ebb296d29931b719a380a1e64,225,1510264741,14872.25605,89233.5363
d1034bf399f93d7bb92ff2a4bd9e3b1e4f92941e265560537311f12f97c75f5a,780,1510266981,47820.70365,382565.6292
934ebabe8e997ad1b581476a88066be54127300d913e027d4339016e492f00bf,256,1510267029,9216,82944
6acf09235ee54874c85795a686b765f2280fc0877ee7e624bde07c21bb10c719,191,1510264981,16646.38886,116524.722
6bf337a673e29b6423737276556b38e38f471992366ff2138134f16cd39bbaaf,226,1510267018,16845.31638,117917.2147
066b894f4263c20a93a6cb1a6cdaaa8f1fc1ccb48e2cd60ff1af1058310fa02c,225,1510266349,16789.38281,117525.6796
fb4943f729fc9a9c4fbb274b6396f9835641f36f7cbcc516abcc597c188d09f3,225,1510266550,14872.25605,14872.25605
142f2031d6b1c9e09a41c91b297aa968d57025df18d9e2e6f2134c61e647c2e2,223,1510265021,20832.23419,62496.70258
9e813fed0452051007606e09a089f39eca4f4245e8697752de89301068540c7b,225,1510265076,16789.38281,167893.8281
1cf96f57a4023e9ef1b39e19f6d7c09950174bbf9d8b8a7f5d0fea3410f5b5dc,226,1510266378,23315.31679,23315.31679
f5f0cf60dc9f2463ec84468725f4cbab9c3915d441f53ee9a003995e623b0894,225,1510264762,8365.644028,83656.44028
2d42ce10f5fe839db579ee93f1f9bb1e15faf6a9646702a55c1ed2244ec21ba3,226,1510267131,23315.31679,93261.26716
9bbc261b1da0b8232b69f91dc544ec65300f8a557842f2cd19c73a70a3c02d3b,226,1510266178,11424.50523,57122.52614
ff9c23960618904394797a953231e0b5161128699571715d0a130a8a8edd1a5e,191,1510265633,6216.706952,37300.24171
81051b4ff14cd2398c71cf614f7e4d007ea3e2460d6cf7941f2988793ab97f1e,374,1510264899,14372.7677,71863.83849
899a87af93f07f98769f90d34ae820f5f5ce2dc1bc23d0443983ee49605a03d7,214,1510265169,20198.4262,80793.70481
5aadbfa0c57b5abc18c3cac47c16d63027f5ee3619a68bd27a89620fde388e56,372,1510264885,21684.38803,65053.1641
51cea5b85174ca0f875134fe57235f140a352ccfe218866254242eb3c067583c,986,1510266468,34487.66232,68975.32464
77789d41f438b69e469ea8d06a430923f0ba309ed255895b9f9f6909c39a65a3,373,1510266051,16635.57035,66542.2814
4140889376fef569001d3998c14eaf5e137aa07d8185ce5a2c30caf4640d286b,191,1510265429,10070.03771,70490.26395
0471735fc95e315b46a7564e62720e3be161ca790c1db6c59c5d06fe322ad59d,225,1510264761,9818.012783,9818.012783
b13a3110637b24d57a796b334961f8c898e234450ff2cd6ae163f9193f4363ff,225,1510265584,9818.012783,9818.012783
e9c93c2357953c4ea64a95291aec77d1574802b5a257ca07147853abde899df4,225,1510264743,9818.012783,29454.03835
358be2bc78f52bfddcee2a5bb5a679c3cad0411dd47bcd07397f5a711621fc5a,191,1510265481,16646.38886,16646.38886
1afe4024bfca96dbc7f859ec7aba6ade865e0b9985be588117c9f3c8c80030ee,226,1510267141,16845.31638,101071.8983
825ad6e15592f0360054bff066fc0f5179bc671b18e3d4a0e8a0c6904cdd490f,372,1510265975,33881.8563,169409.2815
4eeb5dc42f19673d36efdbc89b734a6b0f7bb88b04a6a50472b211d9bfe9e623,3442,1510264396,129869.1483,779214.8896
763f4a1ec369ba82d3f617e7f44f437df670698d7efcaf31a1d6f29a2da7de87,206,1510266468,9189.399234,36757.59694
c154c69a811a676f3beb029fe0d693366e9fee7c3250c06e7754cac1112ff441,191,1510265573,14848.16784,14848.16784
8156633c7d5e97b3d4cd46fdc3fb1ed8b48ab1607d0ca8290875053ddf72c4da,815,1510264561,25778.33785,77335.01354
eedf8d756937e7761b84528e39f4954af9f25553531773f52d32cdda7077a17d,1414,1510266432,66639.98641,66639.98641
171bd125205bfa8eb0d3ac5d4464300497d0e446a82261e9bf728265260ce89b,225,1510264713,18822.69906,75290.79625
7a2e8e18e50db6c9124747916a5a4154f4e4bdb9d185d2be5129354f5e51d877,374,1510265927,30701.59254,276314.3328
20b84b207c37f80bbe1ef84a99e50e460d57a55e08c7c4d236fff583e8117d1c,191,1510266478,10070.03771,60420.22625
0d13f2896a13b1a4c1e84382c185c86312ee76c60dc6c3c0c7f6de48f221ccab,189,1510265448,9990.849674,29972.54902
327f151773d6ed9c37fbfd49834c84699537140f79ef417ebc8e5d92eddf4651,226,1510264928,21042.0734,168336.5872
b98cc548f0b57a44cee31ade38f783a7006c3ad5b31396704ac551d16c44fe51,666,1510265277,42476.69148,254860.1489
3d44e86ed1936c6acd54b0cc06c83d93d428748e101af84af9e8a87fd9a756b2,369,1510264898,30393.23839,182359.4304
034ee930319de77d4108b797e3240d080ad139beca4ec4c05a946c21ad889df3,226,1510266595,16845.31638,33690.63276
e1ae546165c7fa76a6d06e6af1126ff79aec516f23cd820934ac60b050217b94,225,1510266935,23237.90008,162665.3005
7e4165d5e6fee7ae50c28f07ea1f31c527533a467cc7be48c3f3bc8e6343fcee,226,1510264606,23315.31679,46630.63358
519402efca8eaa0bc8570891af81e61f780a63fc70977e57d87baf93be4d9fd1,191,1510267293,7398.395051,73983.95051
170e6814d88451578ddb3241d666c08b9145f9411c663e4164659d0fa3c80546,256,1510266778,18496,18496
066b894f4263c20a93a6cb1a6cdaaa8f1fc1ccb48e2cd60ff1af1058310fa02c,225,1510266349,16789.38281,117525.6796
eb799f4ce027867230d37f45973cc86768310b246bc1ec133b5544742a0f9f42,336,1510266196,15381.91933,123055.3546
2afde734887a36ecbbfbc40c4de59b37b83ce80647b329914d12dbe3b15f09b9,226,1510266450,8393.514045,16787.02809
51cea5b85174ca0f875134fe57235f140a352ccfe218866254242eb3c067583c,986,1510266468,34487.66232,68975.32464
16239ba775326ce4b90c49005ffb9990964236e78541e0796204ed4bf216d20e,226,1510265870,21042.0734,126252.4404
431344c9a70306556ed9c7dc37146c8a0208494adca3cb2423261cc8a1052f5b,224,1510265890,20902.25856,83609.03424
bf8872a9f6569a2bd7bbce3191567c6ecfa2ca78796c9197ee03e5718bbb8bb8,225,1510265363,23237.90008,162665.3005
bdff4a8bc7a7671239c75b616f6d03971bf780c3dc0e3d4827f571b9155d7a80,205,1510266340,9155.922341,36623.68936
ce76c476a8c6c49f569f7e16a4d20c89ab200ab75804a4f9f248e1dcc510776e,521,1510266498,27916.96858,223335.7486
2ee8248127dc04b19975524ba63f0924a1638b02fd2f3b9d4d8d9f889e593824,134,1510265584,11382.206,56911.03002
d4675e229221a9c8a04e565a4620fb204aa8a276be59b9603ff6592b9a78b142,214,1510266776,9455.772931,56734.63759
d61753ad246ddcdaf70c992228acdebc2c49c57f81668909fba664a0f1e50876,225,1510266120,5809.475019,52285.27517
14752788b82c9020c0bba57f4453eeb19c2e93761d45c9f1526eca38d661b287,370,1510266313,27333.56655,164001.3993
f75b237296c495d34cb656b60fe0e612cc208c27f2f69dac2b433d9c1731625c,190,1510264550,20470.34641,163762.7713
dfc02c3b2539313d9b878121c11d580db946b9f77c2fd43a122f5ecb1816446f,192,1510265531,11605.35526,81237.48685
1f420f13bbb1e1ef8d4ccd47c8d892ee3c22cbcd90323c640d0a6f36201bde60,225,1510265810,20972.20482,104861.0241
362868e7c7fe0ad91366d07d66a90dba0095e73085005943d611389a223e5cab,225,1510264751,16789.38281,50368.14842
c89f483de3e75ededd60e7720ed029f34a609a0f0260fd69c4169247cf45132f,226,1510266730,14921.80275,14921.80275
b6b5416732566580288982537bd3e2c367d2720663b7d0316ecbce94aa2e446c,1111,1510264958,62349.15248,124698.305
f3a97f0cc6ef4d41527e262a22bd64d4e09060b2ca90455a6eef8dee91e3db5a,225,1510267075,23237.90008,232379.0008
f539e2ed4a6a64a6732da1e614fe411729480c6408633df9cd25adefa0855379,226,1510265086,7052.883329,49370.1833
4a1260fa4ec82d58cf267016e0c74b2ac9f6e0c178d8517958a934a5597098d8,189,1510266514,6167.820462,37006.92277
034ee930319de77d4108b797e3240d080ad139beca4ec4c05a946c21ad889df3,226,1510266595,16845.31638,33690.63276
f77ca03e3198d93ab4f3a1e0a6ef7f4bb1a3af4d807ac5593b52d5fc29b1b775,373,1510266585,30640.00457,122560.0183
b6b5416732566580288982537bd3e2c367d2720663b7d0316ecbce94aa2e446c,1111,1510264958,62349.15248,124698.305
35d84ae16b17148ec538a37ae839307a0bbd794d186a50b451f06994a70d052a,521,1510265510,21373.92907,170991.4326
0f43a898bd55205f8d82bb2b7246291bdc5d26bc8ffa5ccc0b5fd6fb352fa2fb,225,1510265201,7029.464773,42176.78864
49a7bf4f2994e79bba988b62eaead4c3fb3378d7f7e427309560778dbe009eba,191,1510265603,8682.838636,26048.51591
825ad6e15592f0360054bff066fc0f5179bc671b18e3d4a0e8a0c6904cdd490f,372,1510265975,33881.8563,169409.2815
c24dfff4cb36794919606268ea307b9e99ca137fd753aabcabbc2c511e7cf11e,518,1510265236,15635.42936,62541.71746
3222617c0af8c2424935782b3f316b22bd62a696953c06ad8b0528554c5efbb7,192,1510266795,16711.71158,150405.4042
586b582dd7efb669fd3751b55350dc84fb2e52b9849f7a4ea1b414d4afd2130a,225,1510264385,7029.464773,42176.78864
f026892d897e7813893427c23b6943580c9af6efe3c2eb7ee3c445a0011cbc1d,225,1510265830,11386.57104,68319.42623
934ebabe8e997ad1b581476a88066be54127300d913e027d4339016e492f00bf,256,1510267029,9216,82944
2e6eddf1234c23e04d891ca0a82b16c3619b45d538948b96343a00c6d238bf1a,258,1510265852,9269.947437,92699.47437
4f385167c173ad6d7005af1849598945578f274709d7ecbd6e94ed7364b0863b,206,1510264639,5437.51434,48937.62906
ea1b57ee14b38213d0aa8c35e27692b3ce76a08eef7b5a249d9ead66990daee6,192,1510265605,7427.427369,14854.85474
8165b9331394c572220e303a64d52d39413168672de7e9a050cf05db71869124,226,1510265458,21042.0734,147294.5138
48735bd63ee7ce33b1eacc97ed78678caffb1adf3632c51d9b21f3b18677ece8,226,1510266944,8393.514045,58754.59831
6491adce657e23bc7fe3776ba8721d3554b2a2338aabe48a548279f0ba5934e6,168,1510265201,11945.98394,35837.95182
94404cde86816dbdcf63cae01208f609442029a3b8c2d59e8e70b94082700c71,226,1510266795,23315.31679,69945.95037
bfdf927b5aee768efec88843b1ef9099df243fbd1658a94ba234e342518ee963,814,1510265672,44041.91013,396377.1912
ad674756db4c4c1f92e213af70697c3c31c3fa2e853790b330396d6954fad1d4,226,1510267239,23315.31679,139891.9007
ac5429774b9c9d159f9a304cbc6749da04dbe3977fabe7bb98c4270962a09ee2,224,1510266148,5790.099324,23160.3973
294383b8549926a30459f25a66a1bd0f509bdc7754a65de97201ed7a12850d19,224,1510266487,18759.92181,187599.2181
77789d41f438b69e469ea8d06a430923f0ba309ed255895b9f9f6909c39a65a3,373,1510266051,16635.57035,66542.2814
2a9d34a7bd17743f3ab000b2003e4103683f681005990119bc1213c2fbfaeeee,961,1510266550,44185.77798,309300.4459
7a0833f85146714713d97dd52fa342f870068e2fae89a81a58ff3534314c5e41,371,1510264596,10228.59075,51142.95373
85680239887f0cee15eaa9a9b6a3f8f6b9f61bcead6ea2424d2cd0cbc2b32466,226,1510264751,18885.4066,94427.033
99d6e238c21bd1d6fada0b73d7e26ca7267cdb98b0b50e5e5987c076c49cbc99,225,1510265255,23237.90008,92951.60031
c5850b507cb8ef214528c12becbfc3bc41898bfc377d83c34ebd6b5b7207e51c,189,1510265900,13049.27304,91344.91131
1aa0591e43ad2aff1de555ec67503bd45f11ebdf3514a8c4a5b93f6676a47f2f,226,1510267029,9850.721344,49253.60672
6d32991582c4e24e91cd8ab975509545fe04924ea9d7947b30c95f2bc1a22f2c,374,1510266206,16669.00869,150021.0782
b0e50e59b15387042f1c90cc3f1534115dc4be70f046987a9e267fc7d1598d2d,223,1510264573,6982.549411,41895.29647
acb3cd26b3e4ff8d2522a6c0bc40d6a0f58dc5802c245fb4229f0b908ffbbd73,226,1510266395,11424.50523,11424.50523
7e4165d5e6fee7ae50c28f07ea1f31c527533a467cc7be48c3f3bc8e6343fcee,226,1510264606,11424.50523,57122.52614
63a6c5bf0c56a77cc5d9e887f18d67444b21cc626b69f1bc8cca8375c1f15cd7,405,1510266261,13000.31153,26000.62306
4f116aea8036b2249689b940d9149610dc97833c25eefed44b60d99e96bfbc94,223,1510264877,23082.80797,161579.6558
3a8a47a76267841bf4d9dbf9dd682e67a5ebc67fac54be4572c2885419455d5c,486,1510264906,23289.47615,232894.7615
35d84ae16b17148ec538a37ae839307a0bbd794d186a50b451f06994a70d052a,521,1510265510,21373.92907,170991.4326
1dca295df14d37465fb182994b5b4b940e4ec09cc068a316aab4729b9dd56740,223,1510265683,12984.07948,51936.31793
40881a695977b0c4f7eea415b0fcc56a98d873b29cbb5fb6af19f89aca3041f4,373,1510264742,10269.91843,41079.67372
aecb5fa8edd80d10e1eb05bdad0370f65905264841a401cfb8ac9a81383bd4b0,190,1510266971,20470.34641,102351.732
16239ba775326ce4b90c49005ffb9990964236e78541e0796204ed4bf216d20e,226,1510265870,21042.0734,126252.4404
0471735fc95e315b46a7564e62720e3be161ca790c1db6c59c5d06fe322ad59d,225,1510264761,9818.012783,9818.012783
ad4f8cffeb3df8dab59cde4ba7b61d29ae03f77f1f24f39fd85120035a098171,224,1510265521,18759.92181,18759.92181
a65f1704217a8e95789d17e11ceee395d5678cace0653967eb1e5e8cb40f7282,373,1510266758,12222.05169,48888.20674
71e6edf439f52d25543faeab7d0c89571ab2d71e6f3514718ed7f728fb3da750,225,1510264721,20972.20482,188749.8434
b1e586b15eeaa251103914b43a4dcd95fdcb4c7eb709a2418c1cf015c09ccc7d,372,1510264429,33881.8563,169409.2815
d7c424af408f55187b22110083e263ef0f2a33d54531b3882c98377e43273e25,224,1510264583,13027.72348,130277.2348
fd66fe8ed566eee4ed81bb499924d7c26d713ada75ebf03ba5890a38eef35960,226,1510265541,5828.829198,52459.46278
7fbf727e425145f2015b750676b8d55b6ba4399bd317e47e5d8a4f76cf9bc2e8,224,1510265374,5790.099324,5790.099324
3d16205ee94383c929d11bb130ff911713de5eca2fbc7e8282d61a8352b6362d,665,1510265212,33524.02835,201144.1701
83ea964c415edc626b5a567eeddf88bbc7e897dc2f15b948f6c1dbc6d7287b68,225,1510266594,11386.57104,113865.7104
37681689d3b09d8fdac332fd192d8f8f535a1b52ea11c9045cc0ba0f7f54174f,225,1510266887,16789.38281,83946.91403
c00d0fa404d7b652dd0b2e0a7218751e8fa0e094624cafea89cbe974a02b8a73,226,1510264419,16845.31638,134762.531
0b10ab6c84940736badcfb7530db4de948c1bff4ee11f8c07fd05eba1eac9c4e,225,1510267113,13071.31879,65356.59397
ca26a3043352f4de8b77f1280b3efec4984d4251524323b9e7e27b3223aafcba,261,1510265584,16623.41878,33246.83756
ad5956b0e7061019d4429583f17b61e05813b49c83191d0377ba4ea6ee38061b,226,1510266377,8393.514045,8393.514045
9474c469b421a1206f8d80809014e715de18da14b4a6faf981d6b4f99287f336,258,1510265541,16479.90655,98879.43932
2155995d7725acf1623e5fea3201e8182a4e0ab423bd6eff122bf584c94ae06d,225,1510266322,14872.25605,29744.5121
b1676d43c4ed2bbadafd168386683e7c7a6a9e5a60e27f0904e2b6aee6712924,373,1510266776,21728.09188,43456.18377
c9a2f1efa053aeb67e4e0544f55d5e9b3cb50649226a850a7ec370f3366f2ca6,216,1510266041,22537.21795,112686.0898
c7e075a982e900f7f780107f20ee2c9d483b4be15c641e38a8700cf3a3e42b4e,226,1510266241,23315.31679,23315.31679
3e033cd1014d685326eb133f25e3bd3b97538c471c8349e1ac730e18ce7dbfc9,225,1510266422,7029.464773,42176.78864
e45107fcb274d5e1cef48c117c9ca8db43920fb7f1fa3d93f969154409dfc4d2,224,1510264938,23160.3973,23160.3973
1afe4024bfca96dbc7f859ec7aba6ade865e0b9985be588117c9f3c8c80030ee,226,1510267141,16845.31638,101071.8983
7f14f85a91bd70bc1c512e106b688814f66ab9e56b59432149ff7d0f795e07e8,371,1510266516,33813.52313,338135.2313
0700044ee4607b4c5bec2580fc4f040515f31f8d13421108fe8132b9b203aa33,225,1510265428,8365.644028,75290.79625
6f9bf28305d6f18ebb0bf6a0818e549b851b1f85137e621b994dec7568a4217a,224,1510265245,5790.099324,52110.89392
7124c85f76e08c9716a9201425e950dadccfbfc2fdaf020bbd0064bf34d57d2b,168,1510267094,7886.215961,23658.64788
b582875ccc91970ece58c5e0caec7eebd8db7031344887ba08ff2f8f72777190,257,1510265032,10847.67205,10847.67205
b0cad36497660f1d3637175df3e76fe91a4a87c1399df4f836c77978b9544876,191,1510264782,5137.774341,5137.774341
93289d6eab618ff8b4bd87c782060980f451f9caaf163cf8098690a72187efb1,225,1510264877,18822.69906,188226.9906
2a766f3e3aee0a58516f0e7d18b5814daabe17e81e2f8a20cd2ea150b9a39334,226,1510265489,18885.4066,94427.033
bd2a5f89253d8a42aac2bda24517e0d556add99484a599c5106f74b237443b37,226,1510265106,16845.31638,50535.94914
2727d12fbba28baa2bfa9ce7b85939ae91594ba4f8046857d7e97a4655db2453,191,1510265595,20551.09736,164408.7789
fdc0ebec34f52fda88366be38d7a57ab885ac41d96bac3bee217976fbe4565fa,372,1510264990,16602.10959,49806.32877
b1676d43c4ed2bbadafd168386683e7c7a6a9e5a60e27f0904e2b6aee6712924,373,1510266776,21728.09188,43456.18377
ae61c90f5a815e0ed27209b5da9c4c0a8e57def40b36d7c36ba1c3765ae53084,226,1510267162,13114.86569,65574.32847
619b822dec228098683b5b8e8142f990b94d5097dd0d96036a763e3234cdc7e0,223,1510267292,12984.07948,103872.6359
a11c2df138455556e6c24177065951d2bccbabc4c3d03e714b74c79a5def4d25,519,1510265170,18376.47563,91882.37815
cd7513e4c5f1ff02f44a16481442d122f71a89ac8d588bdb0e7e0d5233844dc3,373,1510266386,16635.57035,149720.1331
a66361c5469da69a98a9a542e9df9f78e7e0b4a5f772e93bc555b19210039e99,189,1510264772,5097.372283,15292.11685
8df09f816dea869a7fe75a4d805bb87c7a9d1cb9502aee7f9680ee964b7b5df4,225,1510266982,9818.012783,98180.12783
fbdc82010c70e7fed117a2e046f6f8005f20903d0e31d5c1ed840b9e441cf7cb,225,1510264690,14872.25605,29744.5121
a9d0c70202b967ddb457fb51bac4ed129b895f43a11214028fb8e67ee65d2693,225,1510265870,18822.69906,131758.8934
8a9bd58556946dc7c91af781c9304626206508ce0bb5bf346c8ae48fc23eb18c,191,1510266434,10070.03771,60420.22625
fc258a78fd02b79efab409d17e8d767f6d2222097e5784b0c99b714251f87778,225,1510265614,5809.475019,29047.3751
d8433220b680afa9432f742f7b6e2f6972b556508c3b62d7cad16046036bf24c,371,1510266785,21640.6548,64921.96441
a94bb7479330af9d7f7f4062636757353a672b2e6152a5d0047788839d18cb1e,225,1510266990,5809.475019,5809.475019
2b9a0c24daf49979e3808a9ef49a66a477a6c1e9273adab8c65b988dadc3d587,361,1510265417,11925.94751,83481.63257
5c1627827c3b8b1047037a99afa3b1732f211366faafc6ea1e4348c5c71e87da,226,1510266424,16845.31638,117917.2147
fc2002d703709c725cf1321b0c5fbb9d4aca53ab3e4255cf33a8137f6e197ee9,225,1510265438,16789.38281,50368.14842
0bb94125d506bd836a57ea6731324950f000f486fd0aedac0d11832997851fe6,192,1510267113,11605.35526,69632.13158
a881e16d49908928b6f816871d70414f97417ced5d296a94ee85bfd876ddfa00,372,1510265956,19058.54417,95292.72085
4b262c88669f97da1268f1cbb207ebe89532e3cee1e4a2693ede5a82c33d253c,374,1510266558,34018.38508,340183.8508
66bf6638db87740e356fa310d441537ca9cac0cd4232e2ad5315cf7cfe2f58c3,224,1510265984,11348.59468,22697.18935
899a87af93f07f98769f90d34ae820f5f5ce2dc1bc23d0443983ee49605a03d7,214,1510265169,20198.4262,80793.70481
783602a98eeabd4592bd79fc82eaa89d20e8ef6f07794e3ab9e0780727de07d9,351,1510266468,13704.62139,27409.24278
